Id,Label,0,1,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
257030,Raúl DE LA HOZ QUINTANO,mep,2,9,0.186194,0.197849,1424.463245
257122,Antonio DECARO,mep,0,8,0.196088,0.208417,448.231833
256886,Valérie DELOGE,mep,1,9,0.206666,0.222457,1974.881754
256834,Elisabeth DIERINGER,mep,1,8,0.212958,0.227126,314.069676
256981,Ton DIEPEVEEN,mep,1,8,0.220128,0.236896,1715.385479
257087,Adnan DIBRANI,mep,1,8,0.197245,0.210449,731.355667
197579,Klára DOBREV,mep,1,8,0.214019,0.229505,1276.790488
257237,Regina DOHERTY,mep,2,8,0.231926,0.251187,3693.140651
257095,Elena DONAZZAN,mep,0,7,0.236671,0.257612,4476.548266
96787,Herbert DORFMANN,mep,1,8,0.220532,0.235973,1449.047457
237465,Matthias ECKE,mep,0,8,0.22849,0.246635,1725.379163
96725,Bas EICKHOUT,mep,0,8,0.222819,0.238226,180.097585
28226,Christian EHLER,mep,0,7,0.271374,0.306646,30708.614057
257088,Sofie ERIKSSON,mep,1,8,0.205465,0.220378,1942.698618
256961,Sebastian EVERDING,mep,1,8,0.213487,0.228873,1677.140907
197589,Laurence FARRENG,mep,2,9,0.191165,0.203729,1374.250802
256857,Viktória FERENC,mep,-1,9,0.178672,0.189053,376.317235
125046,Jonás FERNÁNDEZ,mep,0,8,0.206453,0.221553,1889.195768
96810,Carlo FIDANZA,mep,0,8,0.217423,0.231402,1231.970039
1917,Markus FERBER,mep,0,8,0.233366,0.253061,2704.81498
197607,Pietro FIOCCHI,mep,0,7,0.237419,0.256535,3789.945088
256913,Emma FOURREAU,mep,1,9,0.204488,0.218228,394.92526
257038,Sigrid FRIIS,mep,1,7,0.233819,0.25687,6230.388869
106936,Daniel FREUND,mep,5,8,0.196537,0.209672,1529.212328
197391,Heléne FRITZON,mep,1,8,0.217659,0.234685,1560.957781
101585,Niels FUGLSANG,mep,1,9,0.216328,0.234561,2465.002773
28150,Kinga GÁL,mep,-1,9,0.167246,0.175491,65.087008
28298,Iratxe GARCÍA PÉREZ,mep,1,9,0.207235,0.2207,385.969635
257092,Hanna GEDIN,mep,1,9,0.210572,0.224201,141.838067
256970,Raquel GARCÍA HERMIDA-VAN DER WALLE,mep,5,9,0.180495,0.192176,317.266622
96833,Jens GEIER,mep,0,7,0.251201,0.28197,15820.350385
183916,Alexandra GEESE,mep,2,7,0.224482,0.24586,8668.154305
256866,Gabriella GERZSENYI,mep,0,9,0.179525,0.189024,34.11409
251874,Niels GEUKING,mep,4,8,0.199403,0.211348,369.506388
840,Charles GOERENS,mep,3,8,0.203107,0.216701,3242.4901
124807,Jens GIESEKE,mep,0,7,0.262606,0.295357,18568.41792
197694,Raphaël GLUCKSMANN,mep,0,7,0.243276,0.265736,5304.168091
125204,Borja GIMÉNEZ LARRAZ,mep,1,7,0.24556,0.267443,6280.81637
197443,Andreas GLÜCK,mep,0,7,0.252466,0.281097,12807.087327
197718,Nicolás GONZÁLEZ CASARES,mep,1,9,0.197245,0.210807,1210.644043
257102,Giorgio GORI,mep,0,7,0.245761,0.2692,6635.030753
97399,Dirk GOTINK,mep,0,8,0.227625,0.248848,5730.006247
262021,Hanna GRONKIEWICZ-WALTZ,mep,3,9,0.165862,0.175535,584.890187
96830,Enikő GYŐRI,mep,-1,10,0.194001,0.206263,1019.996341
257130,Cristina GUARDA,mep,1,8,0.227539,0.247302,2223.571953
23816,András GYÜRK,mep,1,7,0.244761,0.269182,11873.194833
197543,Bernard GUETTA,mep,2,8,0.201204,0.214067,997.255122
256985,Michalis HADJIPANTELA,mep,0,7,0.251516,0.273188,4632.855102
197557,Christophe GRUDLER,mep,0,8,0.252784,0.278351,11501.143892
256803,Maria GUZENINA,mep,4,8,0.216796,0.23367,1454.03338
197780,Bart GROOTHUIS,mep,2,8,0.212432,0.228889,2355.682236
197444,Svenja HAHN,mep,0,8,0.228664,0.245865,1949.075054
257033,Niels Flemming HANSEN,mep,1,8,0.225239,0.24554,5012.455715
256912,Rima HASSAN,mep,5,10,0.155206,0.162749,95.885991
96752,Martin HÄUSLING,mep,1,8,0.222902,0.239507,1408.948931
125023,Anja HAZEKAMP,mep,1,8,0.21486,0.231479,1763.417877
135511,Valérie HAYER,mep,1,8,0.253316,0.283121,19523.0584
197682,Hannes HEIDE,mep,1,8,0.216173,0.233912,4693.344623
197412,Niclas HERBST,mep,1,10,0.196408,0.208359,469.551924
198073,Anna-Maja HENRIKSSON,mep,4,8,0.20788,0.223481,384.571031
22418,Esther HERRANZ GARCÍA,mep,3,10,0.168653,0.177763,756.885738
124895,Krzysztof HETMAN,mep,2,9,0.171392,0.181163,1327.860713
197770,Martin HOJSÍK,mep,1,7,0.239689,0.262271,7417.630237
197398,Pär HOLMGREN,mep,1,7,0.236858,0.257974,4444.690898
197800,Eero HEINÄLUOMA,mep,4,7,0.251621,0.285202,28222.593603
122978,Alicia HOMS GINEL,mep,1,8,0.231124,0.251576,4042.684311
256918,Céline IMART,mep,1,8,0.223814,0.24334,3184.430189
197392,Evin INCIR,mep,-1,8,0.211238,0.225811,2155.204783
256992,Hana JALLOUL MURO,mep,2,8,0.204349,0.217345,989.335991
197517,Adam JARUBAS,mep,1,8,0.22465,0.242464,2441.955969
197624,Ivars IJABS,mep,0,8,0.200868,0.211874,269.750521
256898,Pierre JOUVET,mep,0,8,0.219166,0.235184,1492.630686
197840,Rasa JUKNEVIČIENĖ,mep,1,9,0.162108,0.16919,97.199852
197839,Radan KANEV,mep,0,7,0.258988,0.284667,11524.538622
256908,François KALFON,mep,0,8,0.239785,0.264736,8820.220281
197401,Karin KARLSBRO,mep,1,8,0.205185,0.219303,565.795424
256890,Rudi KENNES,mep,1,9,0.206382,0.219502,528.378771
191693,Elsi KATAINEN,mep,4,8,0.217266,0.239066,7457.621171
197818,Billy KELLEHER,mep,0,8,0.231035,0.25321,7224.874335
96668,Seán KELLY,mep,0,8,0.224482,0.240659,1525.990126
256831,Sophia KIRCHER,mep,0,8,0.214937,0.231553,1658.742465
197528,Ondřej KNOTEK,mep,0,9,0.187588,0.198876,77.374932
257037,Michał KOBOSKO,mep,0,7,0.234366,0.252896,1451.154864
256861,Kinga KOLLÁR,mep,0,8,0.1893,0.199635,110.474749
256973,Stefan KÖHLER,mep,0,8,0.221262,0.238884,1434.501537
197406,Arba KOKALARI,mep,0,8,0.239689,0.263881,10501.601832
197445,Moritz KÖRNER,mep,0,9,0.192265,0.203651,619.197939
256996,Sebastian KRUIS,mep,2,8,0.222243,0.238185,1385.476466
197395,Alice KUHNKE,mep,5,8,0.215553,0.231873,4358.859392
256845,Ondřej KRUTÍLEK,mep,0,7,0.22849,0.247801,4835.62885
124736,Merja KYLLÖNEN,mep,4,8,0.191958,0.203487,181.237808
256864,András Tivadar KULJA,mep,1,8,0.235467,0.261521,10546.738688
198084,Katri KULMUNI,mep,4,8,0.215244,0.234595,2756.698764
124866,Ilhan KYUCHYUK,mep,0,8,0.235283,0.253631,2187.242095
256865,Eszter LAKOS,mep,0,7,0.251937,0.274168,5661.120543
1909,Bernd LANGE,mep,1,8,0.212883,0.227009,772.125823
197460,Sergey LAGODINSKY,mep,2,7,0.237231,0.260521,6306.277858
197697,Aurore LALUCQ,mep,0,8,0.223481,0.241088,1304.551504
256860,András LÁSZLÓ,mep,-1,9,0.167246,0.175491,65.087008
256920,Isabelle LE CALLENNEC,mep,3,9,0.179311,0.189485,115.123995
204336,Miriam LEXMANN,mep,2,8,0.229887,0.24918,3301.743078
124808,Norbert LINS,mep,0,8,0.206028,0.219572,703.890867
96709,Morten LØKKEGAARD,mep,1,8,0.241421,0.264275,6384.196208
96812,Juan Fernando LÓPEZ AGUILAR,mep,0,8,0.197052,0.207447,122.539754
96675,Isabella LÖVIN,mep,1,9,0.1833,0.193908,259.687701
1927,Peter LIESE,mep,0,7,0.255794,0.284622,11666.342374
197494,Nathalie LOISEAU,mep,0,7,0.226511,0.245731,3706.817338
257124,Giuseppe LUPO,mep,1,8,0.208456,0.222068,434.942496
197719,Cristina MAESTRE,mep,3,9,0.171441,0.181224,1239.280772
197721,César LUENA,mep,1,7,0.246972,0.269299,6442.527803
91636,Marit MAIJ,mep,5,8,0.198548,0.214366,2995.631502
256824,Yannis MANIATIS,mep,0,7,0.217974,0.231647,261.866269
257727,Pierfrancesco MARAN,mep,0,7,0.247378,0.272224,12546.546088
190713,Lukas MANDL,mep,1,8,0.254603,0.280229,14475.017007
197462,Erik MARQUARDT,mep,2,9,0.205325,0.219523,1029.264481
208722,Sara MATTHIEU,mep,0,7,0.241324,0.263977,5242.295359
257016,Vicent MARZÀ IBÁÑEZ,mep,2,8,0.217266,0.233016,2591.209825
98341,Eva MAYDELL,mep,2,8,0.220289,0.238974,2899.340834
257300,Michael MCNAMARA,mep,2,8,0.219726,0.237626,1801.790607
256994,Idoia MENDIA,mep,1,8,0.210794,0.226,1586.888163
257259,Nikola MINCHEV,mep,1,9,0.171784,0.18015,170.272482
197711,Dolors MONTSERRAT,mep,1,8,0.211758,0.227496,1191.589901
193292,Tilly METZ,mep,1,8,0.236021,0.260919,10897.92709
124799,Alessandra MORETTI,mep,5,8,0.186714,0.196155,834.063287
257298,Ciaran MULLOOLY,mep,1,10,0.160293,0.168011,362.63784
257080,Piotr MÜLLER,mep,2,8,0.212057,0.22736,155.982053
256843,Jana NAGYOVÁ,mep,0,8,0.186888,0.196448,47.098623
257111,Dario NARDELLA,mep,1,8,0.219325,0.235205,2154.024347
257027,Fernando NAVARRETE ROJAS,mep,3,8,0.224566,0.242574,3327.51173
256847,Danuše NERUDOVÁ,mep,0,7,0.218132,0.232654,1917.210284
88882,Victor NEGRESCU,mep,1,9,0.177932,0.187555,107.474638
124784,Dan NICA,mep,1,9,0.219166,0.234615,477.825605
197464,Hannah NEUMANN,mep,5,9,0.193938,0.20591,193.702529
124701,Luděk NIEDERMAYER,mep,0,9,0.190559,0.201996,283.704797
4289,Angelika NIEBLER,mep,0,7,0.242981,0.265256,4232.155977
197802,Ville NIINISTÖ,mep,4,8,0.224231,0.241421,1707.79428
257049,Mirosława NYKIEL,mep,2,9,0.172325,0.1806,75.414678
107212,Andrey NOVAKOV,mep,0,8,0.183917,0.193823,69.494753
124836,Maria NOICHL,mep,1,8,0.211982,0.227211,588.305269
257044,Rasmus NORDQVIST,mep,0,8,0.20421,0.21701,578.147379
197432,Jan-Christoph OETJEN,mep,0,7,0.268827,0.302579,29601.349153
257301,Cynthia NÍ MHURCHÚ,mep,2,8,0.225492,0.24309,3403.863421
198076,Maria OHISALO,mep,4,7,0.224398,0.24451,3224.698741
30482,Younous OMARJEE,mep,1,9,0.188116,0.199486,284.513563
256993,Leire PAJÍN,mep,2,8,0.205536,0.218571,525.644503
257040,Nicolás PASCUAL DE LA PARTE,mep,2,8,0.213109,0.229334,1194.866641
197466,Jutta PAULUS,mep,1,7,0.24536,0.267124,3591.834946
256903,Thomas PELLERIN-CARLIN,mep,0,7,0.247378,0.273321,7587.36145
126699,Gilles PENNELLE,mep,1,9,0.184821,0.198916,1455.005691
257257,Hristo PETROV,mep,-1,9,0.169891,0.178445,267.705373
197573,Kira Marie PETER-HANSEN,mep,1,7,0.251937,0.281024,17910.811662
204414,Margarita DE LA PISA CARRIÓN,mep,-1,9,0.163829,0.171586,17.225391
40599,Sirpa PIETIKÄINEN,mep,4,7,0.241324,0.266878,10529.175915
197404,Jessica POLFJÄRD,mep,1,8,0.216328,0.234173,4568.310142
188945,Dennis RADTKE,mep,0,9,0.207952,0.22122,735.576092
96998,Evelyn REGNER,mep,1,8,0.198613,0.210312,287.86198
197413,Karlo RESSLER,mep,2,8,0.209618,0.223585,252.058211
229839,René REPASI,mep,1,8,0.237794,0.260716,6078.462621
218347,Thijs REUTEN,mep,2,8,0.215244,0.230454,1939.361456
197832,Diana RIBA I GINER,mep,2,9,0.174323,0.183633,395.926601
256904,Chloé RIDEL,mep,5,8,0.198548,0.211922,1297.95505
256935,Sabrina REPP,mep,1,8,0.201204,0.213821,174.586872
206158,Manuela RIPA,mep,1,9,0.202355,0.21584,419.173004
204413,Marcos ROS SEMPERE,mep,3,8,0.198482,0.212623,4964.69798
257170,Sandro RUOTOLO,mep,2,9,0.191104,0.204014,2305.566435
197773,Bert-Jan RUISSEN,mep,0,8,0.203933,0.216457,956.66389
256911,Arash SAEIDI,mep,1,8,0.229012,0.249186,6656.286365
125670,Massimiliano SALINI,mep,0,8,0.186946,0.196682,159.462027
257001,Elena SANCHO MURILLO,mep,1,8,0.215785,0.228845,686.478739
127766,Jussi SARAMO,mep,4,8,0.208312,0.225728,2485.584452
98219,Aura SALLA,mep,4,7,0.265153,0.299466,34057.816893
197722,Nacho SÁNCHEZ AMOR,mep,2,8,0.205045,0.218961,1180.730477
197500,Mounir SATOURI,mep,5,8,0.208095,0.222538,1438.675501
256905,Eric SARGIACOMO,mep,1,8,0.23391,0.258048,8017.535464
256917,Majdouline SBAI,mep,1,8,0.222654,0.242516,3799.834164
213330,Ernő SCHALLER-BAROSS,mep,-1,9,0.179633,0.18966,313.169632
37312,Christel SCHALDEMOSE,mep,1,9,0.19822,0.210606,480.187415
257084,Joanna SCHEURING-WIELGUS,mep,2,8,0.18683,0.199266,1826.436715
256979,Oliver SCHENK,mep,0,8,0.256449,0.287089,18516.472181
197422,Christine SCHNEIDER,mep,1,8,0.194189,0.205183,365.465566
256999,Rosa SERRANO SIERRA,mep,0,8,0.226511,0.244791,1238.340113
257139,Benedetta SCUDERI,mep,0,7,0.234457,0.253139,2098.782205
256833,Lena SCHILLING,mep,0,7,0.249326,0.272743,7433.76007
28223,Andreas SCHWAB,mep,0,7,0.226596,0.243845,2841.729351
201945,Virginijus SINKEVIČIUS,mep,0,8,0.214095,0.228548,577.831895
256946,Christine SINGER,mep,0,7,0.226,0.244064,2232.846976
2268,Jonas SJÖSTEDT,mep,2,8,0.216796,0.232247,1817.678321
256910,Anthony SMITH,mep,2,9,0.188175,0.200144,327.331209
125325,Sander SMIT,mep,2,8,0.210499,0.224074,463.473026
96932,Birgit SIPPEL,mep,2,7,0.247276,0.27505,16934.181396
197784,Susana SOLÍS PÉREZ,mep,3,8,0.203588,0.216508,2771.417748
197417,Tomislav SOKOL,mep,1,8,0.232554,0.25826,7959.251824
111412,Villy SØVNDAL,mep,1,9,0.197699,0.209541,493.686959
257025,Kristoffer STORM,mep,1,8,0.208528,0.221862,84.244839
256926,Marie-Agnes STRACK-ZIMMERMANN,mep,0,9,0.203312,0.21763,367.657166
197772,Tineke STRIK,mep,5,8,0.207593,0.222783,2518.554634
256990,Anna STROLENBERG,mep,2,8,0.226511,0.245077,3127.422667
256855,Pál SZEKERES,mep,-1,9,0.167246,0.175491,64.333122
256839,Anna STÜRGKH,mep,0,8,0.229099,0.249229,2830.42712
124813,Dario TAMBURRANO,mep,0,7,0.251621,0.27549,7564.157021
210480,Marta TEMIDO,mep,0,8,0.217423,0.232528,178.382994
256965,Kai TEGETHOFF,mep,0,8,0.20788,0.222137,722.978669
257089,Alice TEODORESCU MÅWE,mep,1,8,0.208963,0.224518,2585.33332
257090,Beatrice TIMGREN,mep,1,9,0.180712,0.189777,161.771659
256968,Ingeborg TER LAAK,mep,0,8,0.221018,0.238603,2795.660179
197402,Tomas TOBÉ,mep,1,9,0.222161,0.240042,3297.117436
197591,Irene TINAGLI,mep,3,8,0.214095,0.230356,2426.150186
256885,Bruno TOBBACK,mep,0,7,0.265387,0.295798,21998.467702
256814,Zala TOMAŠIČ,mep,2,7,0.237138,0.256464,2972.324359
124700,Jana TOOM,mep,1,8,0.207952,0.221249,186.658215
97236,Marie TOUSSAINT,mep,2,7,0.227625,0.247281,3931.67308
197580,Isabella TOVAGLIERI,mep,0,8,0.219726,0.23782,3179.975064
256804,Pekka TOVERI,mep,4,8,0.20889,0.224166,1005.671045
257133,Pasquale TRIDICO,mep,0,8,0.212282,0.227564,1119.983602
256850,Filip TUREK,mep,-1,8,0.222737,0.240327,4133.84271
256806,Sebastian TYNKKYNEN,mep,4,8,0.221343,0.245691,9317.454221
37324,Adina VĂLEAN,mep,5,9,0.180712,0.190695,191.127741
256976,Brigitte VAN DEN BERG,mep,0,8,0.219405,0.234012,771.417403
5729,Kathleen VAN BREMPT,mep,0,7,0.246163,0.270324,8345.045333
256884,Kris VAN DIJCK,mep,1,8,0.186598,0.195935,54.147315
257061,Ana VASCONCELOS,mep,-1,9,0.182522,0.192316,235.390757
130100,Hilde VAUTMANS,mep,2,8,0.205325,0.219833,2282.840177
257112,Vlad VASILE-VOICULESCU,mep,1,9,0.187005,0.198529,25.014035
256978,Reinier VAN LANSCHOT,mep,-1,8,0.213336,0.226475,3121.282127
197870,Kim VAN SPARRENTAK,mep,1,9,0.210499,0.224966,1093.539282
96756,Sabine VERHEYEN,mep,3,8,0.192511,0.202848,956.865967
256811,Aurelijus VERYGA,mep,1,8,0.210278,0.225488,655.586166
257437,Catarina VIEIRA,mep,5,9,0.184481,0.194919,899.449189
124875,Anders VISTISEN,mep,1,9,0.207521,0.219851,258.614284
257143,Mariateresa VIVALDINI,mep,1,9,0.183189,0.192212,80.117029
197537,Alexandr VONDRA,mep,0,7,0.236764,0.258724,8633.076033
96761,Axel VOSS,mep,2,8,0.240744,0.262213,5932.282393
197552,Veronika VRECIONOVÁ,mep,1,8,0.218608,0.236221,2582.820121
197863,Maria WALSH,mep,2,8,0.220693,0.241515,7882.940769
197429,Marion WALSMANN,mep,0,8,0.209036,0.222917,464.511559
197405,Jörgen WARBORN,mep,1,7,0.256996,0.285138,16702.194411
214839,Emma WIESNER,mep,4,8,0.212507,0.228041,638.725775
197769,Michal WIEZIK,mep,1,8,0.229975,0.249068,1397.921379
220801,Sophie WILMÈS,mep,2,8,0.21664,0.231181,1926.359677
190464,Thomas WAITZ,mep,1,8,0.21326,0.229384,1665.308557
256977,Andrea WECHSLER,mep,0,7,0.277125,0.314161,35352.042782
197652,Angelika WINZIG,mep,0,8,0.225831,0.243829,2701.683334
197421,Isabel WISELER-LIMA,mep,3,9,0.178885,0.188955,1471.468541
185619,Tiemo WÖLKEN,mep,1,8,0.263874,0.291112,15698.365873
5392,Lara WOLTERS,mep,2,8,0.214095,0.228371,982.537445
197581,Stéphanie YON-COURTIN,mep,3,7,0.24943,0.279314,21304.484271
124713,Tomáš ZDECHOVSKÝ,mep,1,8,0.225239,0.244401,3728.949962
197606,Javier ZARZALEJOS,mep,2,8,0.209545,0.223427,333.83392
28419,Nicola ZINGARETTI,mep,0,8,0.211833,0.226325,782.468968
103246,Auke ZIJLSTRA,mep,0,8,0.225915,0.246185,6897.398681
28615,Roberts ZĪLE,mep,-1,9,0.163874,0.171892,869.467758
124884,Kosma ZŁOTOWSKI,mep,0,8,0.216874,0.232231,761.163973
"Kamil Talbi (Cabinet member), Dan Jørgensen (Commissioner)","Kamil Talbi (Cabinet member), Dan Jørgensen (Commissioner)",commission_employee,2,9,0.165089,0.173924,52.893059
Peter Van Kemseke (Cabinet member),Peter Van Kemseke (Cabinet member),commission_employee,0,8,0.224148,0.239697,159.949983
Jan Hendrik Dopheide (Cabinet member),Jan Hendrik Dopheide (Cabinet member),commission_employee,-1,9,0.205606,0.218409,2009.171236
Antonella Rossetti (Cabinet member),Antonella Rossetti (Cabinet member),commission_employee,1,9,0.167153,0.175127,249.515828
Adam Romanowski (Cabinet member),Adam Romanowski (Cabinet member),commission_employee,0,8,0.217266,0.232659,66.133878
Elena Arveras (Cabinet member),Elena Arveras (Cabinet member),commission_employee,3,8,0.221997,0.240248,2383.214685
Thomas Schmitz (Cabinet member),Thomas Schmitz (Cabinet member),commission_employee,2,9,0.177827,0.187132,99.021373
Dan Jørgensen (Commissioner),Dan Jørgensen (Commissioner),commission_employee,1,9,0.195769,0.207528,879.783648
Matthieu Moulonguet (Cabinet member),Matthieu Moulonguet (Cabinet member),commission_employee,0,8,0.243473,0.264421,4310.457976
Aleksandra Kordecka (Cabinet member),Aleksandra Kordecka (Cabinet member),commission_employee,0,8,0.201339,0.214288,47.939729
Flavio Facioni (Cabinet member),Flavio Facioni (Cabinet member),commission_employee,1,9,0.20624,0.221042,1879.481472
Werner Stengg (Cabinet member),Werner Stengg (Cabinet member),commission_employee,2,8,0.222161,0.241808,1982.244374
Xavier Coget (Cabinet member),Xavier Coget (Cabinet member),commission_employee,2,9,0.168937,0.17737,171.901356
Piotr Serafin (Commissioner),Piotr Serafin (Commissioner),commission_employee,-1,10,0.150056,0.156161,51.142533
Sanna Laaksonen (Cabinet member),Sanna Laaksonen (Cabinet member),commission_employee,4,8,0.204279,0.216878,59.069267
Vilija Sysaite (Cabinet member),Vilija Sysaite (Cabinet member),commission_employee,0,8,0.227712,0.246856,2833.476231
Michael Hager (Cabinet member),Michael Hager (Cabinet member),commission_employee,0,8,0.243769,0.263608,1700.238637
Patricia Reilly (Cabinet member),Patricia Reilly (Cabinet member),commission_employee,1,8,0.22037,0.240084,3050.007924
Vita Jukne (Cabinet member),Vita Jukne (Cabinet member),commission_employee,0,7,0.243473,0.26373,3009.334146
Johannes Van Den Bossche (Cabinet member),Johannes Van Den Bossche (Cabinet member),commission_employee,-1,8,0.192265,0.20419,31.921136
Nicolo Brignoli (Cabinet member),Nicolo Brignoli (Cabinet member),commission_employee,3,7,0.224398,0.242544,2462.206525
Lora Borissova (Cabinet member),Lora Borissova (Cabinet member),commission_employee,5,8,0.195642,0.207947,459.269263
Magnus Brunner (Commissioner),Magnus Brunner (Commissioner),commission_employee,0,9,0.185677,0.19539,36.202636
Luis Planas Herrera (Cabinet member),Luis Planas Herrera (Cabinet member),commission_employee,0,7,0.248092,0.27037,7091.014967
Terhi Lehtonen (Cabinet member),Terhi Lehtonen (Cabinet member),commission_employee,4,7,0.229536,0.246576,975.098998
Kamil Talbi (Cabinet member),Kamil Talbi (Cabinet member),commission_employee,0,9,0.196344,0.208202,22.509558
Maria Zafra Saura (Cabinet member),Maria Zafra Saura (Cabinet member),commission_employee,1,8,0.199536,0.212462,359.707749
Miguel Jose Garcia Jones (Cabinet member),Miguel Jose Garcia Jones (Cabinet member),commission_employee,0,8,0.201406,0.213977,34.008881
Arthur Corbin (Cabinet member),Arthur Corbin (Cabinet member),commission_employee,0,7,0.270519,0.305302,28118.868645
Pernille Weiss-Ehler (Cabinet member),Pernille Weiss-Ehler (Cabinet member),commission_employee,1,9,0.180333,0.190155,57.942814
Taru Haapaniemi (Cabinet member),Taru Haapaniemi (Cabinet member),commission_employee,4,8,0.228143,0.247977,2582.260235
"Anna Panagopoulou (Cabinet member), Simone Ritzek-Seidl (Cabinet member)","Anna Panagopoulou (Cabinet member), Simone Ritzek-Seidl (Cabinet member)",commission_employee,2,9,0.18291,0.192674,71.381282
